Episode_Reward,Episode_Return,Success
-88.41390604504869,-44.569163873863644,0
-131.10629733624555,-58.97259885511632,0
-130.72527959552662,-65.76035801714595,0
-68.35355028442521,-40.05132947801524,0
-90.74474858927948,-41.97601439871826,0
-357.3420290435447,-156.56304198667635,0
-124.46587697130383,-57.359341600002146,0
-331.3453697985702,-178.3459121491215,0
-294.17086982564695,-138.74932485120883,0
-153.47445952336312,-86.13966278092238,0
-120.82158471409869,-73.71596396271403,0
-139.48123818953178,-77.63442426365232,0
-125.54337155957408,-49.5197765748475,0
-385.35646497633275,-155.01608122347596,0
-235.34240125886714,-92.87152637999901,0
-44.78265394369804,-19.85028813736735,0
-91.8869928508427,-37.669779241168904,0
-237.17455248853815,-78.75011203870235,0
-162.29238835551604,-89.57439882995715,0
-147.70421325318995,-88.22848648477883,0
-290.09532477059525,-166.25060652381737,0
-110.0591649268548,-53.486968735607725,0
-265.90676323681305,-119.18225503133205,0
-175.0393357684604,-60.06028930075452,0
-122.41501137622178,-58.46277595262937,0
14.861261574575494,7.614833136511753,0
-73.17107688823866,-32.07088781698556,0
-57.133722359876394,-30.282377486873127,0
-140.75039837685642,-68.93359410372993,0
-7.553830794208579,-12.808951386681702,0
-307.7512285951934,-182.6269725467771,0
-94.28360263165145,-41.79613356874327,0
-313.31507553128324,-98.91266245466353,0
-58.119754936804114,-10.96618819788615,0
-235.28537977199167,-127.82166075490447,0
-113.62499329695197,-41.95809291396053,0
-100.91345781321635,-40.928710442709246,0
-108.83763230566187,-47.8788481392243,0
-42.070004790278205,-6.861903435576675,0
-120.00142338084575,-48.847282684713896,0
-255.91225626663558,-68.50211806880465,0
-18.314883981605206,-0.6448082031824831,0
10.632497212472643,-5.2719363209660335,0
-63.92191486356219,-34.40878797879513,0
-283.30646108473644,-123.61365423993817,0
-170.24835166179054,-62.55188759123081,0
-93.65155351751498,-44.94054927698096,0
-82.96766297651712,-38.74119243615617,0
-89.39303646790619,-25.353573271503606,0
-127.18493809898622,-63.49969192567654,0
-20.642545614369013,-15.627740445472561,0
-77.02373879102778,-32.55236128553471,0
-60.584199146278266,-26.756845914315303,0
-195.2535600237704,-70.83527179484658,0
-86.34460524816674,-31.412444432424856,0
-289.0437329385216,-69.36495104222189,0
-334.2019035745856,-88.90367928207961,0
-110.76871463815267,-57.02576234225909,0
-55.98320311250652,-29.47969680328885,0
-183.07238028234957,-63.72504095599481,0
-119.30870143442145,-34.51277475358707,0
-397.30177756178045,-162.393869738029,0
-44.46574234202946,-6.108505595200412,0
-106.25870394470624,-35.704432957702245,0
-88.98806592543522,-32.371062084220824,0
-43.5586858188517,-9.551988228134643,0
4.4128053705557875,5.405151979130082,0
-174.1627236826678,-78.07304201284596,0
-93.54295190483143,-39.020448684390544,0
-40.74952053181076,-4.15686720949389,0
-11.409568987780133,-8.16931058541921,0
-118.72259131560908,-30.709597068454286,0
-189.64329831163707,-94.5206465080562,0
-105.67952109825197,-27.6809352385342,0
-59.27419210832521,-19.01595046396408,0
14.24841882400841,-3.6278046293846806,0
-75.08648365324609,-20.14401265384695,0
-85.82758706067919,-10.973894498747079,0
-45.47860519180102,-9.914732729690897,0
-182.62869197352424,-93.36098948866979,0
-64.7361624975335,-2.580578013875626,0
-87.28553681907336,-32.57230314148538,0
-85.17287043844934,-40.5212572374678,0
-61.99879059571246,-27.6257671841166,0
-89.941561579819,-36.36230382335659,0
-56.92247456172651,-24.030485613846523,0
-99.58591404198619,-22.414777681820595,0
-97.55710230464429,-33.23595372281487,0
-83.5251511269805,-26.138289059137314,0
-20.04054481500316,-11.764674892006173,0
-77.44840940523136,-19.470212094220532,0
-70.75918060999629,-14.256516071086526,0
