Episode_Reward,Episode_Return,Success
28.768389905200365,12.81568150251162,0
103.75533332833862,49.68192057733341,0
103.16155942893334,54.420593154128305,0
132.05538835586518,73.7220732233222,0
-47.32777814307245,-17.44981039628651,0
121.62329712316101,28.59995266190123,0
103.44461579602498,73.05113999917826,0
263.37339770298365,50.39340670151755,1
47.602297049681844,36.79538543495053,0
140.74566874875427,68.84138873317156,0
108.20371991178126,33.940584978982216,0
-35.008104713852816,5.344753343123115,0
102.93815043766764,63.92851539522184,0
60.30581063358098,38.946190685951585,0
49.524493571001344,33.77282912245917,0
69.53591387379957,35.7228590993045,0
126.07848609137223,49.36481086847676,0
139.5335325456151,42.96299209875271,0
129.11254550918574,68.38999641662059,0
251.04432172434866,77.860782419961,1
117.86793134502729,65.44227764495348,0
-15.039421942999468,6.532706135486277,0
94.8836227273988,40.917006222206176,0
284.4644111139716,69.7211361143455,1
80.87405340523577,33.4364577485836,0
213.00510009952228,29.334425176020808,1
135.19721152435247,58.77337996265263,0
130.0363075829782,39.03776367555623,0
27.827944285372844,53.20676812695417,0
244.0234252867492,43.390414569609106,1
88.42429813135304,57.79831204988343,0
16.034539179145263,33.02469318310302,0
131.62579742721252,46.75460065608924,0
168.50602399017166,39.05815523086584,0
116.72889848010526,44.859768776902754,0
107.51675141616154,33.48255931495192,0
138.1972592695282,57.007970699388004,0
55.41188975900944,41.23339432321678,0
-68.63481712134012,-1.9841723004999048,0
-161.27033219930746,-17.877479751579415,0
87.62496645760697,28.349461737941784,0
204.32806199010622,59.889140275101944,1
136.9823734712629,54.06153184200657,0
246.67677533170146,42.61778498428434,1
86.38917803215442,53.88322587508785,0
79.9375575679003,31.861459387375593,0
-100.23051465881751,-25.247377010329178,0
133.70351027242975,73.83829799618648,0
116.30228790949764,61.224487514894946,0
123.93177299757123,78.74702578257869,0
257.79779612445276,79.59756303752953,1
183.56085292357812,38.23648990095016,0
132.4221112982802,58.9856695096036,0
231.62265940967163,76.5812074201845,1
104.01659159932672,51.42967473506165,0
157.9180838860393,60.3212828965327,0
106.22210559600475,41.686488300390884,0
100.29840782237991,33.8812653783331,0
278.18556554963936,78.4672164367474,1
12.592349359566128,38.928329467772926,0
154.46498563642146,89.24428665709912,0
85.81770157303453,30.67364987401127,0
236.00443663751534,47.4798585785839,1
-135.14812841745317,17.88622259558755,0
63.14284673965392,43.544531198924844,0
130.18254142860587,53.63178133658412,0
164.42217415038596,74.47026948567762,0
253.53841447297913,47.47965927917519,1
157.45607721040292,66.3536852783395,0
78.29132635017992,22.81459202269658,0
113.04988133315996,54.68614665924585,0
139.40099745417433,54.70160245870989,0
182.88460364796416,59.489063085599234,0
53.567691432929564,52.44704008989505,0
156.81727747952897,83.14842765071712,0
154.44268605177467,66.83104962650908,0
23.45185408301036,52.84729283628658,0
131.22570172096437,39.67231116806724,0
140.86215429092456,64.506086537748,0
145.60293868903165,46.350118027744244,0
277.0173631670847,76.99778148558686,1
147.31910552784015,51.24762320597935,0
-102.81243044665341,-21.381728457532354,0
71.62914217681569,69.52205316770903,0
269.0905674666502,48.59364358624173,1
235.21730204955213,49.622095169024746,1
80.34596560785727,28.346964153067237,0
144.70531068262957,58.26482967457443,0
-13.837063954229158,42.577944684711625,0
6.74210247714592,-0.861086683837012,0
266.37479450784815,53.707923286329724,1
277.8757995691588,58.755213896219935,1
160.5084671337882,46.03416144495513,0
219.79371073085204,52.23546004776435,1
214.8920858788356,58.17988112439502,1
253.3123494847329,42.58971023120468,1
-160.5138020735706,-35.94815217082674,0
1.5537097899373862,23.655810676643576,0
168.21755182514127,43.17740953838752,0
258.7053354149475,60.60019241163048,1
276.3736188981327,65.08506778311235,1
221.25987963397978,42.05442922277711,1
138.14096440518566,52.80174071689302,0
252.52051945760735,51.071297366770914,1
265.5813561850704,68.24686617481738,1
81.7304765969305,37.52830626235014,0
217.1821241146464,22.55364292143418,1
119.45742434580393,61.450653248772234,0
247.13014601810596,30.28820169798364,1
259.5594040072722,75.75136462791698,1
224.76425247904274,38.31207150821372,1
234.92669612625318,44.71818448425056,1
235.51847891425854,48.079689459321486,1
-274.44984257222717,-42.12079967464206,0
120.27683792932052,38.25223228617558,0
-253.54013434015894,-26.672368267345483,0
228.1949813331476,37.205428232252835,1
243.71221246831266,37.15966900373187,1
264.82301135094565,64.85159636864036,1
224.77370669469508,37.34405588890183,1
-142.4940609332204,-26.653289424899317,0
234.96714853542147,31.424788236606126,1
299.08048030957923,58.16503875732709,1
237.9502710582248,32.338765799510696,1
92.44602003963882,39.96972110364117,0
233.41007394040923,39.456080800372575,1
250.64466460523775,29.028445441422075,1
238.21894701873134,84.28433742035617,1
-194.0343513557258,-45.203596707855624,0
251.17425234694966,67.70994980961177,1
259.3596644798187,66.58994430196749,1
310.7221505441232,86.27140917696633,1
83.87401884843153,36.27243053238325,0
269.5942599133816,80.02990037213308,1
122.35302153451026,62.998720573962316,0
149.97893378060115,36.50108982137194,0
156.0931507510682,70.8739274927061,0
259.5468840223404,62.48567195526519,1
290.2365712867655,73.57088412920025,1
317.0024139845814,54.93569572795795,1
49.78127067397418,30.29918373071248,0
256.6605639511604,29.66941376314649,1
300.69163275072185,45.48713281429733,1
39.50007533775415,35.660787298915345,0
241.19211116442753,43.368972337784314,1
270.82552581748575,79.74364116093886,1
194.19235189800233,38.832695294960644,0
220.9666859412361,35.327882481205044,1
230.30010385873496,65.30692276659475,1
257.4038844202705,69.70216146930557,1
249.4621112477717,33.62811162801725,1
240.00687698524237,59.98403917136577,1
175.56835394395165,28.543213137089136,0
252.6196738166413,63.144724106583446,1
258.6264702491478,44.970757782744826,1
-17.239312322600057,2.014901703818654,0
166.0561280993441,26.802954551124245,0
-136.23988446106273,-47.00132239947298,0
228.5847119248968,32.358011605470985,1
250.64952267018177,57.41618091731481,1
271.0308920004712,87.40129693964113,1
123.14395950767823,46.383464394878104,0
-215.08659035512392,-28.220275270191696,0
233.94198680491013,27.15683839898268,1
240.0991596629941,31.578983837661752,1
145.32612329848286,53.438179386165956,0
283.4932278392717,53.34427653720556,1
238.94480666844154,41.38577206676633,1
-214.28362009750344,-14.448672575682306,0
220.5326465918195,40.721387066302626,1
19.437383837955565,23.101125173465796,0
242.35394492770857,44.84946403351794,1
291.05244475184185,55.11554110167385,1
258.38170543128433,58.96051200838352,1
300.6443590259886,64.65525488353555,1
211.5472647368591,34.6281033047246,1
265.5839070709592,30.61805952866896,1
60.198268013224265,51.71953536667775,0
249.99205622818437,46.50681255543422,1
193.69567504084569,22.936903469771796,0
279.96508148792566,75.80236889508777,1
253.28880711011212,79.92110663454784,1
-197.96488178923352,-75.83783503789275,0
161.54265389059057,14.325767706728376,0
-56.95111584045076,-8.806565725808403,0
219.8822434517396,15.91716726013623,1
92.55061519082481,63.64748837245291,0
58.496251250409216,23.282810062778115,0
189.0082997739854,29.64752147468305,0
255.34938114389388,49.633356997485,1
213.36309738138382,21.508051971773902,1
253.3080755021683,48.26908682320614,1
254.434320432032,44.61351531292552,1
237.90764428494697,75.83213727773062,1
214.88530568639788,50.8495937326715,1
209.89847199278023,43.673056798036754,1
-64.56130940801717,-7.553571587711578,0
-72.91426325616084,-8.703304000856333,0
238.66706041060507,46.86628169984895,1
295.03385481912824,63.12032093394804,1
-34.601442908937074,16.37142644403722,0
251.52402344259667,33.864092302797154,1
312.36317358377926,80.85408660487035,1
175.90801308984084,45.68241323971247,0
-63.16496419284681,-27.791970178836678,0
5.20639034363316,34.804552886380904,0
217.70392986618958,-10.470344373439247,1
273.9460637322254,61.29410539814024,1
280.0719297045368,55.490239114328794,1
255.06853108100833,37.156652205635915,1
-193.9455911371469,-77.10665430422556,0
190.1976100297308,29.206286521922777,0
-530.370138045701,-271.34780733997906,0
-240.41765407136972,-150.02838025925442,0
280.1497769989697,47.00028305283549,1
184.0192667256771,26.742317524683028,0
304.3332400243565,86.72801624813164,1
269.090220595806,55.539130671472144,1
-214.83894255479368,-84.26677318077806,0
246.34636405185606,78.18024111988261,1
282.24777165546413,54.01086882750348,1
263.0345619756745,73.11952832442051,1
111.4676400168508,36.29887220878494,0
279.25513697853114,87.4608598913005,1
258.31572315958914,31.978917804315937,1
-161.53820139536185,64.91169218009593,0
246.8339871324045,39.843601790154295,1
159.48021993911522,23.531649322300936,0
245.57959354633505,46.595347571683035,1
278.61015976006263,107.85284735336865,1
-124.12877327869501,3.2614912163823817,0
224.60516088743296,49.60545805498135,1
